well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
C7,100 nm TPA +ve control,0,C7_tile_0_fused_tp_0,47,190866.2558,0.00024625,17150.7832,26,0.55319,11.0213,2.1006,0.79665,3.7301,9.25,11,12,33.3375,8.7888,-0.65236,2.3665,28.5034,34.943,40.3153,26.8526,7.8279,0.84989,3.8439,21.7771,25.7513,30.5298,1009.8744,491.5805,0.43384,3.3982,658.3942,996.787,1316.3496,357.308,161.3098,0.49313,2.8233,253.8363,345.3305,457.4954
C7,100 nm TPA +ve control,1,C7_tile_1_fused_tp_0,32,123404.6004,0.00025931,13031.8789,19,0.59375,10.1875,1.9582,0.46667,3.2398,9,10,11,29.5883,8.9118,-0.72964,2.5539,22.4442,32.8193,37.056,27.3737,8.4097,0.84903,3.4077,20.4671,26.1418,32.1332,1073.0835,540.1127,0.95039,4.6213,721.2624,1010.9489,1381.0077,383.2906,215.9187,1.2171,4.5314,202.1444,342.3672,539.1934
C7,100 nm TPA +ve control,2,C7_tile_2_fused_tp_0,25,84319.9964,0.00029649,11143.6885,16,0.64,9.92,2.431,0.92956,4.2461,8.75,10,11,31.5013,13.977,0.45571,2.3299,17.7076,33.3123,40.2227,31.346,16.3086,1.4532,4.6362,20.3834,26.8416,35.5587,980.4651,605.4655,1.5883,7.9326,606.1826,894.2802,1250.1928,397.9889,356.2267,1.416,4.171,183.7026,278.2325,469.7287
C7,100 nm TPA +ve control,3,C7_tile_3_fused_tp_0,24,74251.5384,0.00032323,9786.0857,13,0.54167,9.8333,1.4346,0.56832,2.3704,9,9.5,11,26.2992,8.3302,-0.23312,1.931,21.318,24.9661,33.5301,27.2457,9.001,0.93809,3.3695,19.9283,25.8991,30.1742,883.9469,447.8393,0.55403,2.7915,556.117,799.3708,1151.5943,444.8221,206.3222,0.54525,2.1197,278.5064,390.0531,606.9498
C7,100 nm TPA +ve control,4,C7_tile_4_fused_tp_0,35,172664.3688,0.00020271,16408.2185,22,0.62857,10,2.2096,0.5145,2.7867,8.25,10,11,33.3431,9.484,-0.72853,3.1183,26.7604,35.8557,39.4979,29.3534,9.1834,0.77148,3.9971,22.985,28.705,34.2055,1426.9783,760.7297,0.62607,3.1259,842.3443,1367.5591,1891.5139,410.2055,230.6879,1.015,3.6859,254.2489,355.5403,518.7
C7,100 nm TPA +ve control,5,C7_tile_5_fused_tp_0,44,97312.1769,0.00045215,10754.7643,29,0.65909,10.5,2.4447,0.58443,2.9057,9,10,12,26.4701,7.2036,-0.91186,2.6245,21.3516,28.9979,31.8589,21.4638,5.6236,0.2163,3.2314,17.4104,21.2805,25.4911,604.4235,348.4645,0.5543,3.1105,334.8634,592.2139,818.5499,199.1623,82.6231,0.57784,4.3769,152.8722,183.7989,246.3063
C7,100 nm TPA +ve control,6,C7_tile_6_fused_tp_0,18,47175.8809,0.00038155,7394.6202,15,0.83333,8,2.0292,1.217,3.6073,7,7.5,8,26.329,5.9275,1.1285,4.2172,21.7733,26.0749,27.6901,27.5784,8.9011,-0.14015,2.4821,23.1035,27.1765,34.7624,1123.2353,1061.2723,1.704,6.2648,281.9282,901.6894,1548.7853,284.4085,187.4677,1.1386,3.5874,149.3076,233.4904,361.8166
C7,100 nm TPA +ve control,7,C7_tile_7_fused_tp_0,32,99908.0852,0.00032029,11091.0058,24,0.75,9.875,2.4593,0.86011,2.8668,8,9.5,11,28.8763,7.047,-1.2372,3.3964,27.2472,31.7239,32.9125,25.7346,7.1168,0.35896,2.9846,20.7193,24.738,30.2158,951.5056,490.5303,0.0095885,2.6065,594.0958,1039.2609,1268.7018,252.0683,130.6772,1.2778,4.7617,180.1681,227.2846,290.3662
C7,100 nm TPA +ve control,8,C7_tile_8_fused_tp_0,33,129175.1806,0.00025547,13255.3587,22,0.66667,10.303,2.0839,0.47249,3.195,9,10,11,29.9803,8.4165,-0.75368,2.2952,24.9246,33.1955,36.3017,27.1851,7.8755,0.46956,2.5551,21.2552,25.7427,32.5608,1094.7049,635.0725,1.1002,5.3936,698.7016,1038.9993,1422.3127,331.384,187.2542,0.82264,2.6104,183.5416,260.7807,420.2346
C7,100 nm TPA +ve control,9,C7_tile_9_fused_tp_0,26,82931.2055,0.00031351,9998.9837,17,0.65385,9.3846,1.9612,0.8089,4.3194,8,9,10,26.314,7.974,-0.55671,3.6983,20.3444,27.8565,31.1865,25.7677,8.1382,0.75402,3.7762,20.2895,24.3805,30.2395,1011.3562,745.6488,1.6943,6.3926,572.5513,836.499,1252.0442,333.2995,124.1274,0.28319,2.4878,245.8009,342.4652,413.5791
C8,100 nm TPA +ve control,0,C8_tile_0_fused_tp_0,50,223008.1837,0.00022421,18718.1142,29,0.58,10.6,2.0702,0.40709,2.5935,9,10,12,33.9806,9.5995,-0.68173,2.4431,26.8392,37.4459,40.9349,26.2524,7.4263,0.67813,3.3254,20.8597,25.3632,30.9175,1179.9375,608.5676,1.2938,6.7991,823.7761,1085.6521,1430.3818,346.6317,169.0398,0.59313,3.0151,203.4196,332.5168,473.5792
C8,100 nm TPA +ve control,1,C8_tile_1_fused_tp_0,83,490985.428,0.00016905,31826.1373,36,0.43373,12.4578,2.426,0.56989,3.2312,11,12,14,43.2606,11.1132,-0.53212,2.6525,36.5464,44.8522,51.5675,29.2239,10.0965,0.91788,4.5964,22.2016,28.2816,34.6736,1224.4026,769.8999,0.94975,4.2491,630.7408,1112.1372,1677.3092,468.0314,287.5901,1.5551,5.3358,261.7688,409.6128,556.9049
C8,100 nm TPA +ve control,2,C8_tile_2_fused_tp_0,30,81119.986,0.00036982,9789.8961,22,0.73333,9.7333,2.3183,0.90425,3.4403,8,9,11,26.8391,6.9922,-1.2641,3.6711,24.5711,29.4102,31.545,24.5276,6.6341,0.41795,3.0995,19.7398,24.1798,28.5499,836.2885,449.0698,0.11537,2.8136,572.9329,847.5469,1147.1649,244.7474,132.3267,1.1993,3.9811,158.0206,201.2892,306.5429
C8,100 nm TPA +ve control,3,C8_tile_3_fused_tp_0,48,205086.8518,0.00023405,19683.3148,26,0.54167,11.2083,2.1434,-0.11657,2.3374,9.5,12,13,40.3337,13.6906,-0.19948,2.6067,30.5384,41.1904,48.6023,29.8656,16.2416,1.9798,6.6428,20.4689,24.4615,32.1995,1035.7922,743.564,2.0493,9.0872,532.9758,866.5569,1261.4544,410.0691,306.5994,1.0351,2.8688,174.5292,269.5596,647.6271
C8,100 nm TPA +ve control,4,C8_tile_4_fused_tp_0,31,70954.7067,0.0004369,8905.1379,24,0.77419,9.4839,2.4477,2.0022,8.6431,8,9,10.75,25.3129,6.6187,-1.362,4.6386,23.4301,26.1015,29.6608,22.7714,6.0354,0.33457,2.9394,18.125,22.2794,26.4339,746.8916,369.3051,0.13593,2.4583,452.4733,769.6996,1002.2258,202.3895,94.8037,1.0406,4.519,140.7336,187.7128,240.0831
C8,100 nm TPA +ve control,5,C8_tile_5_fused_tp_0,32,132590.1431,0.00024135,13997.1497,19,0.59375,10.4375,1.7586,0.3946,2.3259,9,10,11.5,30.0676,10.3507,-0.37114,3.7506,24.324,30.6008,37.5748,28.32,9.5068,1.4349,6.6612,21.714,26.7581,33.9985,1114.2029,558.2013,0.80669,4.503,769.6207,1085.9973,1387.7894,411.6809,193.5436,0.82993,3.2721,280.0017,367.2739,510.3158
C8,100 nm TPA +ve control,6,C8_tile_6_fused_tp_0,33,96274.8065,0.00034277,10806.0454,24,0.72727,10,2.3848,0.61767,2.8353,8,10,11,28.1772,6.9225,-1.4677,4.8561,25.9707,30.3103,32.4784,24.6476,6.1215,0.18273,3.1074,20.2488,24.7578,29.0673,867.3406,496.6059,0.29613,2.5399,486.6814,824.4761,1246.7426,245.5919,98.3251,0.52837,2.8691,172.2445,236.9096,312.4818
C8,100 nm TPA +ve control,7,C8_tile_7_fused_tp_0,43,103679.7346,0.00041474,11386.5401,27,0.62791,10.4186,2.4998,0.92103,3.9104,9,10,11,27.9592,7.1514,-1.0405,3.6925,25.1906,29.8859,32.8904,22.3492,5.9226,0.85752,4.1872,18.0776,21.9222,25.6474,660.3805,305.7845,0.28451,2.9703,461.7801,683.9824,834.2763,227.7308,108.6186,1.1839,4.2118,148.901,197.666,275.2151
C8,100 nm TPA +ve control,8,C8_tile_8_fused_tp_0,22,80138.7426,0.00027452,10407.3712,16,0.72727,9,1.8516,0.92128,3.5648,7,9,10,30.1633,8.3167,-0.69477,3.1406,25.975,30.1522,37.2894,30.5701,12.8643,0.15198,2.4316,21.2455,30.6416,39.1335,1252.1679,1105.3013,1.6724,7.1677,355.6631,1014.7617,1802.6802,371.6918,321.944,1.5773,4.8312,159.6781,272.2312,477.9942
C8,100 nm TPA +ve control,9,C8_tile_9_fused_tp_0,12,11975.0154,0.0010021,2829.0057,12,1,6.5,1.446,1.1306,3.8733,5.5,6,7,17.3935,2.0986,0.37806,3.162,16.3284,17.3071,18.4206,20.5272,4.7808,0.20431,1.818,16.3159,19.4964,25.2485,665.2786,339.3643,-0.040644,1.9153,407.9015,688.077,886.0494,141.4503,39.8874,1.3346,5.1418,116.2162,132.9104,159.8882
D5,20 nm Binimetinib,0,D5_tile_0_fused_tp_0,55,285964.6838,0.00019233,22210.1823,28,0.50909,11.3818,2.086,0.86633,3.4839,10,11,13,36.8596,10.298,-0.90245,3.1321,30.3241,40.0258,44.871,28.4502,8.0268,0.71727,3.4716,22.1905,27.7353,32.8983,1227.3162,624.4672,0.51871,4.0411,850.6175,1198.0881,1547.0557,427.1189,204.7831,1.0214,4.3475,286.9618,413.7158,520.6416
D5,20 nm Binimetinib,1,D5_tile_1_fused_tp_0,40,126756.8345,0.00031556,13301.5593,26,0.65,10.15,2.1786,0.73979,2.7555,8.5,10,12,30.7542,8.0483,-0.83615,2.8867,26.9712,32.209,37.4302,25.082,7.2181,1.2447,5.5839,20.2832,23.7453,28.8748,905.406,423.9711,-0.21453,2.2956,572.4623,993.5544,1191.8647,277.1158,145.9091,0.94946,3.442,178.5299,243.9863,334.6928
D5,20 nm Binimetinib,2,D5_tile_2_fused_tp_0,28,86290.5904,0.00032448,10353.6815,21,0.75,9.5714,2.0263,0.57455,2.9121,8,9,11,28.1171,7.0727,-1.3575,4.6541,24.8773,30.0249,32.3538,26.3624,6.9774,0.49024,3.2633,20.6962,26.4252,31.014,980.5749,621.2456,0.70664,4.0108,621.7172,934.1547,1285.4589,272.4653,137.4153,0.9185,2.9305,171.764,242.6583,326.7372
D5,20 nm Binimetinib,3,D5_tile_3_fused_tp_0,41,179781.9326,0.00022805,16577.3975,25,0.60976,10.6341,1.959,0.2003,2.3001,9,11,12,32.1553,9.5454,-0.24067,3.5798,25.8495,35.1069,37.6648,27.5249,8.9225,1.6851,7.6932,21.8536,26.3765,30.9265,1159.8834,552.1957,1.1318,7.8268,804.0588,1107.7431,1465.6907,360.3782,198.5308,1.6728,6.0517,234.7025,318.3655,436.7639
D5,20 nm Binimetinib,4,D5_tile_4_fused_tp_0,36,267918.369,0.00013437,25767.8156,22,0.61111,10.5,2.2233,0.3797,2.5744,8.5,10.5,12,43.816,23.7068,1.164,4.0416,29.4409,40.1285,54.0887,40.3533,28.6101,1.6305,4.9082,22.362,27.9591,50.4279,1999.3908,1671.1955,1.5436,5.1683,873.8977,1422.7504,2636.1179,644.1954,688.6429,2.5061,10.2116,231.7767,331.7722,951.9497
D5,20 nm Binimetinib,5,D5_tile_5_fused_tp_0,26,69195.847,0.00037575,8799.3524,18,0.69231,9.2308,1.7043,1.3136,6.3882,8,9,10,25.6261,6.8133,-0.92742,2.7943,21.6213,27.9335,30.6485,24.7071,7.1519,0.4363,2.833,19.6095,24.2525,28.8546,875.8968,471.872,0.75431,3.621,564.6612,792.3583,1159.8476,274.9798,136.1155,0.24214,2.0559,151.7692,265.5792,374.6965
D5,20 nm Binimetinib,6,D5_tile_6_fused_tp_0,44,205148.1507,0.00021448,18215.362,24,0.54545,10.7727,2.1979,0.53207,4.4579,10,11,12,35.0677,8.55,-0.49093,2.4074,29.7984,36.7427,41.642,28.4954,8.9295,0.83327,4.6125,22.7647,28.1441,33.1396,1192.7218,673.2808,0.61469,2.887,660.021,1099.7703,1600.7002,413.9855,185.3119,0.35307,2.104,269.5437,416.157,538.5295
D5,20 nm Binimetinib,7,D5_tile_7_fused_tp_0,62,226295.7901,0.00027398,18883.1139,36,0.58065,10.871,2.4393,0.28084,2.49,9,10.5,13,34.2575,9.3402,-0.87367,2.8598,27.2929,37.9121,41.2555,24.3897,6.6608,0.30962,3.0194,19.9057,23.953,28.9336,935.1066,477.6447,0.53957,3.0104,595.2131,902.7896,1185.2024,277.6929,128.396,0.78124,4.1565,168.6666,272.0088,356.713
D5,20 nm Binimetinib,8,D5_tile_8_fused_tp_0,24,73307.1663,0.00032739,9177.9428,18,0.75,8.6667,1.9708,0.33781,2.6398,7.5,8,10,26.4998,6.5775,-0.94286,3.2834,24.2083,27.1451,31.6026,25.4672,6.3268,0.56475,3.4934,21.7555,24.904,28.5924,1127.8026,529.1021,-0.14608,2.4574,751.0559,1201.5747,1446.4759,286.8107,121.4978,0.332,2.4074,205.3531,269.9855,369.5798
D5,20 nm Binimetinib,9,D5_tile_9_fused_tp_0,26,63267.8745,0.00041095,8380.3588,23,0.88462,8.7692,2.3547,1.5568,5.1036,7,8,10,26.1921,5.326,-1.1833,3.7705,24.0998,27.5483,30.2458,24.2324,6.5232,1.5178,6.8775,19.1023,23.3118,27.4924,930.4099,497.0687,0.59708,4.0216,602.1886,940.5622,1140.2662,199.5324,80.5884,2.1016,8.4858,156.394,184.2871,210.3699
D6,20 nm Binimetinib,0,D6_tile_0_fused_tp_0,30,156296.6476,0.00019194,15459.1805,21,0.7,9.6667,2.2024,0.29474,2.1674,8,9.5,11,34.5017,8.5044,-0.64316,2.1634,26.5577,36.432,39.8114,30.5827,9.1147,0.36145,3.0271,23.2912,30.7835,36.2591,1611.3056,901.4396,0.43037,2.7321,900.4358,1459.7041,2332.1241,406.8205,203.0511,0.66726,2.9945,261.7462,377.3074,514.3308
D6,20 nm Binimetinib,1,D6_tile_1_fused_tp_0,31,110763.5556,0.00027988,12096.7465,21,0.67742,9.2258,2.2167,0.10196,2.9987,8,9,10.75,29.9459,8.3865,-0.9988,3.5951,24.2481,31.5952,36.6995,26.1789,8.2592,0.67461,3.4861,20.2551,25.4602,30.2562,1178.3357,550.4196,0.41824,3.1512,849.1357,1138.0652,1454.7968,318.3354,176.4008,0.62624,2.5966,174.2888,282.5711,425.965
D6,20 nm Binimetinib,2,D6_tile_2_fused_tp_0,32,100169.4334,0.00031946,11273.7963,23,0.71875,9.9375,2.1089,1.0478,4.1103,9,9.5,11,28.9299,7.035,-0.81205,3.3977,27.6575,29.9479,33.8502,25.8611,7.4144,0.93618,4.1729,20.818,24.8459,30.0356,936.1629,530.458,0.60472,3.0238,521.6719,862.569,1293.7223,268.4237,150.1348,1.619,5.8822,183.6074,224.6697,295.6291
D6,20 nm Binimetinib,3,D6_tile_3_fused_tp_0,32,96343.3426,0.00033215,10980.4523,24,0.75,9.375,2.612,2.1194,9.7264,8,9,10,30.0849,5.6698,-0.97083,4.7699,26.945,30.9839,33.2411,25.4316,8.1499,0.26879,2.2238,18.746,24.3897,31.5953,993.2303,817.4269,2.5152,12.2026,487.2925,691.9523,1305.0926,249.5557,125.6711,0.58391,2.1583,149.2097,205.9979,340.9776
D6,20 nm Binimetinib,4,D6_tile_4_fused_tp_0,51,368590.5977,0.00013836,27619.8294,25,0.4902,11.3333,2.6204,0.6688,3.9861,10,11,13,42.7102,12.8205,-0.4599,2.4365,33.8193,45.2796,52.9621,34.0357,14.3473,1.2164,4.5306,24.618,30.4534,40.9461,1706.438,1176.378,1.1962,4.3929,872.0576,1452.591,2227.126,600.4311,390.079,0.86336,2.6859,306.5122,516.7891,814.844
D6,20 nm Binimetinib,5,D6_tile_5_fused_tp_0,39,228726.9761,0.00017051,20465.0582,23,0.58974,10.8205,2.258,0.58716,2.9461,9,11,12,38.4282,12.3442,-0.11406,3.225,30.7307,36.736,48.201,33.9011,14.6728,1.1548,5.1805,24.0923,32.1211,40.6375,1504.7827,1260.4999,1.2381,4.4753,512.1515,1095.218,2221.087,487.2633,337.5693,1.0879,3.801,265.0947,368.9106,701.1542
D6,20 nm Binimetinib,6,D6_tile_6_fused_tp_0,16,41014.2341,0.00039011,6876.8355,13,0.8125,7.625,1.5864,1.0574,4.893,7,7.5,8,25.0348,7.1019,-0.88199,2.9595,22.6928,27.0189,29.3017,26.9027,8.0992,0.53501,3.4097,21.3772,26.383,31.2703,1171.8353,720.9007,1.301,4.1052,649.0593,973.5439,1442.8216,312.5834,150.8062,1.3192,4.4056,205.8555,267.945,372.5713
D6,20 nm Binimetinib,7,D6_tile_7_fused_tp_0,29,94398.3791,0.00030721,10774.2159,22,0.75862,9.5172,2.3394,1.8089,7.156,8,9,10,28.7924,6.284,-1.1157,3.5851,26.7855,30.253,33.3526,25.7281,6.2809,0.33534,2.9024,21.1423,25.3514,29.4988,1048.8709,629.4197,0.52986,2.9456,627.5287,965.9142,1436.6142,269.3554,107.7356,0.7347,2.7486,200.1582,242.3888,328.3574
D6,20 nm Binimetinib,8,D6_tile_8_fused_tp_0,46,187964.1011,0.00024473,18866.9836,26,0.56522,11.087,2.2194,0.00030305,2.8612,10,11,13,37.1698,15.18,0.20296,2.1026,25.5303,34.5431,49.0981,29.1773,13.7848,1.7248,6.3226,20.2244,25.1686,32.8227,1010.5597,584.5823,0.81161,3.4538,607.9137,873.8962,1316.72,393.0622,259.013,1.2457,4.6063,245.7532,315.0621,533.985
D6,20 nm Binimetinib,9,D6_tile_9_fused_tp_0,33,168569.5212,0.00019576,18987.3098,22,0.66667,10,1.8708,0.29079,4.3355,9,10,11,35.0861,15.3707,0.67385,2.4001,24.31,31.5336,45.1966,33.3267,16.963,1.6142,5.5315,21.5473,27.6053,40.1298,1491.7657,1004.6533,2.4973,12.8715,962.7368,1257.7663,1760.5361,474.6827,428.5514,2.0962,7.1877,212.8994,322.0652,491.3834
D7,20 nm Binimetinib,0,D7_tile_0_fused_tp_0,20,46696.779,0.0004283,6966.7826,15,0.75,9.2,1.5424,0.27549,3.6039,8,9,10,23.9998,6.1332,-0.83593,2.713,20.1502,26.1442,28.8511,25.3163,6.6593,0.023648,2.601,20.426,24.7887,30.426,778.2796,500.929,0.85117,3.6606,345.3131,768.1874,1053.2029,267.9532,118.4958,0.27649,2.4144,163.3159,269.7965,356.0508
D7,20 nm Binimetinib,1,D7_tile_1_fused_tp_0,50,251109.793,0.00019912,20658.3566,29,0.58,11.24,2.3522,0.27894,2.4726,9,11,13,35.9017,10.5131,-0.72948,2.4353,28.2988,38.5303,44.843,28.8055,9.5788,1.0573,4.1919,21.7225,27.388,32.7261,1224.9258,655.4068,0.78323,4.1699,798.314,1151.5229,1593.0433,382.5622,264.5904,1.2827,4.2782,185.9041,314.4756,478.2747
D7,20 nm Binimetinib,2,D7_tile_2_fused_tp_0,35,156594.9053,0.00022351,17836.9103,22,0.62857,10.7429,2.5935,0.75957,3.5315,9,11,12,37.3281,21.0053,1.7301,5.7184,26.7985,32.0307,37.7113,34.9729,23.3068,2.3067,8.2434,22.0395,28.2119,34.6383,1168.6187,937.7957,2.3399,11.5737,577.5497,1075.3627,1562.1251,445.9228,398.9578,1.4336,3.9176,204.0452,276.0632,545.1475
D7,20 nm Binimetinib,3,D7_tile_3_fused_tp_0,24,60613.5013,0.00039595,8048.1694,20,0.83333,8.3333,2.0782,1.8298,6.33,7,8,8.5,25.3374,6.3501,-1.4406,4.9125,23.6152,27.0282,28.7275,23.8774,5.8255,0.71393,3.4339,19.4977,22.8984,27.5485,1027.3475,410.8568,-0.15754,3.3292,819.3671,1062.9589,1313.5304,223.5603,70.6453,0.42994,2.838,171.7313,219.7659,268.5599
D7,20 nm Binimetinib,4,D7_tile_4_fused_tp_0,44,113374.3406,0.00038809,12064.8523,30,0.68182,10.5909,2.4143,0.8001,2.9308,9,10,12,28.8529,7.2177,-1.1,3.4744,26.5921,30.362,34.0182,22.7556,5.7117,0.49511,3.5279,18.7437,22.3281,26.1615,699.8416,380.1778,0.33259,2.9011,439.6669,696.5103,942.6927,215.4438,84.1076,0.37205,2.6287,151.4924,206.6849,280.6738
D7,20 nm Binimetinib,5,D7_tile_5_fused_tp_0,39,121898.3998,0.00031994,12657.146,28,0.71795,10.2051,2.5462,1.4827,4.7323,9,9,11,29.9809,7.1757,-0.84353,2.677,24.33,32.6869,34.7537,24.8321,6.8017,0.55575,3.6569,20.2042,23.7972,28.8659,902.9511,475.0078,0.25251,2.4187,518.3868,882.1841,1291.0852,243.4067,116.9315,0.59369,2.7768,157.1645,225.3215,320.7043
D7,20 nm Binimetinib,6,D7_tile_6_fused_tp_0,38,180030.9513,0.00021107,16696.9706,20,0.52632,10.7368,2.0226,0.60308,3.0561,9,10.5,12,33.3552,9.6101,-0.86523,2.98,28.5026,35.6252,40.6431,29.2393,8.8554,0.83543,4.0676,22.8721,28.1634,33.5673,1208.2614,656.9989,0.49141,3.1189,717.5859,1173.8459,1649.7485,463.8047,219.6697,0.45488,2.7693,274.6622,440.2161,612.5328
D7,20 nm Binimetinib,7,D7_tile_7_fused_tp_0,49,141119.1199,0.00034722,14001.4677,31,0.63265,10.9388,2.649,1.0179,4.3942,9,11,12.25,30.5226,7.8206,-1.014,3.3828,27.307,32.2136,35.7015,23.8657,6.8298,0.42249,3.3214,18.9509,23.0931,28.1228,738.8436,433.6497,0.56851,3.0689,411.6319,707.5146,1016.1364,241.4046,115.697,1.0008,4.1342,177.5347,220.7253,285.2285
D7,20 nm Binimetinib,8,D7_tile_8_fused_tp_0,25,52067.2017,0.00048015,7261.6029,19,0.76,9.12,1.8556,1.4589,5.7349,8,9,10,23.9937,5.5382,-1.111,4.429,21.8197,24.5803,27.6237,23.1921,6.1926,0.60685,3.1253,19.0744,21.9788,27.474,713.2493,399.611,0.35032,2.4539,406.4665,714.5154,937.473,213.5766,83.7574,0.49836,2.7844,152.0569,204.6927,284.4973
D7,20 nm Binimetinib,9,D7_tile_9_fused_tp_0,34,128922.5808,0.00026372,14755.4965,18,0.52941,10.5294,2.0632,1.0292,4.6055,9,10,12,31.1345,12.1537,2.1425,11.2524,24.2024,32.9591,35.3937,28.6387,13.6196,2.4536,10.5137,21.0236,25.5259,30.2563,991.7122,618.0494,1.0509,4.4731,511.5298,922.9567,1347.9784,461.1093,336.1153,1.1453,3.1242,196.0887,319.0893,633.6419
D8,20 nm Binimetinib,0,D8_tile_0_fused_tp_0,40,161732.7968,0.00024732,15558.8814,26,0.65,10.8,2.0903,1.0024,3.3628,9,10,12,32.7089,8.5456,-0.93864,4.2144,27.8554,33.0986,39.8033,27.877,8.8401,0.89164,4.5001,21.9068,26.7002,32.7781,1057.0771,542.9125,0.095194,2.1936,628.3164,1036.8378,1477.0707,324.1434,162.7527,1.5874,6.5744,217.4246,292.6933,407.1446
D8,20 nm Binimetinib,1,D8_tile_1_fused_tp_0,35,122589.8154,0.0002855,13449.3604,23,0.65714,10.4,1.8818,0.56102,3.6822,9,10,12,28.9889,11.1199,0.96316,7.1068,26.1721,29.9311,33.1504,27.0599,11.7351,2.2897,9.3459,20.5074,24.6441,29.854,965.2741,535.9067,0.98265,4.5436,636.2333,897.9942,1270.1641,320.2229,172.5595,1.5572,5.8178,212.1656,274.4094,370.3195
D8,20 nm Binimetinib,2,D8_tile_2_fused_tp_0,36,140075.8503,0.000257,13743.5776,30,0.83333,9.6667,3.1076,2.9868,14.0001,8,9,10,32.6296,6.6411,-2.1901,7.8576,31.0291,35.2555,36.1943,27.1814,7.3013,-0.008622,2.8585,21.7561,27.4437,32.4714,1261.9446,895.9949,0.92069,3.8888,580.8648,1126.478,1809.9134,245.421,99.3514,0.90124,3.9971,177.682,227.8396,306.4199
D8,20 nm Binimetinib,3,D8_tile_3_fused_tp_0,31,121645.329,0.00025484,12634.1397,21,0.67742,9.6774,2.1195,0.51765,2.8283,8,9,11,30.2091,7.4142,-0.9894,3.2288,27.0758,32.4823,34.3752,27.0128,7.3066,0.52309,3.5986,22.0625,26.0791,31.6342,1204.4092,672.9508,0.93961,4.8682,766.5085,1130.2355,1610.9473,332.4774,139.4737,0.76547,3.5964,240.9953,310.6119,413.9152
D8,20 nm Binimetinib,4,D8_tile_4_fused_tp_0,34,139156.2071,0.00024433,14751.2781,21,0.61765,9.8824,2.1144,0.56661,3.4331,9,10,11,33.001,9.2155,-0.46129,2.6726,27.8388,33.8957,39.1931,27.7685,9.4011,1.1157,5.4666,21.1015,25.6229,34.2714,1199.6225,782.126,1.0999,3.9042,639.4595,1078.8109,1524.1786,388.1915,234.838,1.6294,5.3366,239.3739,319.6641,450.4485
D8,20 nm Binimetinib,5,D8_tile_5_fused_tp_0,27,72082.9624,0.00037457,9049.7338,21,0.77778,9.1111,2.2072,0.73168,2.3903,7.25,8,10.75,26.1885,6.9966,-1.2656,3.8668,24.0527,27.8897,30.934,24.1163,5.8562,0.39966,2.9426,20.4695,22.8002,28.2251,924.1405,451.8131,0.24259,2.34,594.2513,903.7594,1206.3286,238.1509,76.1078,0.22833,2.1885,191.0155,231.0962,297.6996
D8,20 nm Binimetinib,6,D8_tile_6_fused_tp_0,72,409867.2435,0.00017567,31063.2625,32,0.44444,11.8611,2.4512,0.092396,2.1552,10,12,14,50.681,17.2482,-0.56195,2.6239,37.7761,53.5354,65.0031,31.2537,18.3296,2.3077,8.9445,21.1377,26.1401,35.1791,1257.2615,979.6693,1.9171,8.4105,589.2973,1047.9353,1665.4513,517.721,441.0608,2.2073,9.7565,219.5923,355.5743,748.608
D8,20 nm Binimetinib,7,D8_tile_7_fused_tp_0,41,257920.4782,0.00015896,22099.7385,19,0.46341,10.878,2.2382,0.2898,2.3583,9,11,12,36.8118,12.0471,0.2567,4.0624,28.0971,37.9608,45.4011,32.5067,13.7677,1.744,7.2868,23.6832,29.7979,38.0092,1553.7378,950.0935,1.4148,6.7558,857.1917,1384.7238,2067.1568,649.9923,388.9375,1.0865,3.4422,375.9965,476.6246,798.4875
D8,20 nm Binimetinib,8,D8_tile_8_fused_tp_0,14,42215.2335,0.00033163,6932.6467,11,0.78571,8,1.5689,1.2402,4.0469,7,7.5,9,25.1037,8.2581,-0.84578,3.9196,23.8124,26.8553,27.8066,30.012,9.1757,0.62177,3.5243,23.8524,29.671,35.0626,1241.6245,727.8112,0.86561,3.6812,763.49,1122.3319,1639.8975,385.147,211.9564,1.3441,4.7167,250.0175,330.0537,487.3367
D8,20 nm Binimetinib,9,D8_tile_9_fused_tp_0,43,132553.6323,0.0003244,13264.4536,30,0.69767,10.2326,2.2974,1.3566,4.1555,9,10,11.75,29.873,7.7539,-1.2045,3.4396,25.6099,33.1562,35.4985,23.8697,5.9349,0.73978,4.5286,19.7485,23.2088,27.3791,883.6909,414.9781,-0.062354,2.326,590.8544,922.5791,1176.579,236.8652,79.4131,0.80423,3.6964,186.596,217.7994,279.4362
