well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
C6,100 nm TPA +ve control,9,C6_tile_9_fused_tp_0,55,381435.0929,0.00014419,32560.4046,24,0.43636,11.6364,2.4598,0.21483,2.1199,10,11,14,48.1592,24.3183,1.3163,4.6602,33.7684,42.7004,55.187,36.7275,28.6865,2.5681,9.7938,21.4064,27.5125,38.9436,1563.2586,1548.5121,2.1955,8.2925,592.6556,995.1533,1879.3534,740.0092,743.9784,1.5636,4.6693,238.4398,403.0776,951.3058
C7,100 nm TPA +ve control,0,C7_tile_0_fused_tp_0,185,2024412.9639,9.1385e-05,88763.5115,27,0.14595,13.7081,3.2221,0.63199,3.3427,11,14,16,63.1275,25.1743,0.43442,2.5045,44.2926,56.8573,82.7886,35.213,23.6236,2.8658,13.9627,21.3117,29.0695,39.0236,1911.627,2313.3412,4.401,32.4821,728.5109,1245.3928,2213.5911,1775.2702,1820.0071,1.8496,6.8672,464.2903,1153.0556,2218.114
C7,100 nm TPA +ve control,1,C7_tile_1_fused_tp_0,139,861940.0732,0.00016126,52340.5741,38,0.27338,13.2374,2.9157,0.54737,3.1688,11,13,15,51.4258,24.0829,1.5838,6.0418,36.8174,47.089,61.2182,30.6314,21.4176,3.2629,17.8717,19.2709,24.7492,32.8309,1155.4156,1349.8977,3.9693,24.2226,463.2394,801.543,1360.0595,726.9524,938.3971,3.6973,20.447,193.317,458.6588,839.2831
C7,100 nm TPA +ve control,2,C7_tile_2_fused_tp_0,61,592255.0465,0.000103,44411.0488,19,0.31148,12.2295,2.5059,0.51241,2.8463,10,12,14,54.21,29.5643,0.98828,3.6423,33.09,45.9121,73.5798,42.2753,34.8894,2.3182,8.5836,21.4318,29.8147,48.6902,2000.8616,2545.4768,3.7248,21.8919,715.1906,1121.5537,2203.3008,1306.2073,1071.6385,1.6389,5.7609,527.4338,1054.1212,1716.1578
C7,100 nm TPA +ve control,3,C7_tile_3_fused_tp_0,78,367662.1898,0.00021215,26924.3235,37,0.47436,12.0256,2.6481,0.8591,4.085,10,12,13,37.9471,11.9933,-0.11879,3.149,29.6819,40.3407,44.7966,26.6611,9.8253,1.881,8.9638,20.2606,25.2006,30.1513,1029.8661,717.2638,2.4011,12.5076,622.3093,925.6956,1249.2079,384.6332,280.452,1.6158,5.2029,192.5795,299.5014,517.7965
C7,100 nm TPA +ve control,4,C7_tile_4_fused_tp_0,42,381235.2212,0.00011017,32449.366,21,0.5,11.3333,2.1939,-0.081566,2.3129,10,11,13,46.219,19.5569,0.047911,2.2325,31.722,44.9224,57.7404,40.7315,22.748,1.4806,5.4183,25.3547,34.6232,51.2566,2141.7709,1913.9155,2.0427,8.0938,862.1114,1626.7313,2729.3988,853.9307,762.8931,1.4859,4.9443,305.9991,737.1456,1166.0758
C7,100 nm TPA +ve control,5,C7_tile_5_fused_tp_0,110,558522.63,0.00019695,36343.0374,32,0.29091,12.3818,2.5665,1.1381,6.0587,10,12,14,42.5831,15.2504,0.64738,3.5553,33.8877,40.3502,50.0701,26.9609,15.0403,3.1168,15.7297,18.6783,23.302,28.3688,1030.4846,983.7847,5.2549,45.1187,547.4156,793.535,1213.6978,605.7173,508.5668,1.7077,5.5303,282.7162,440.0263,770.1432
C7,100 nm TPA +ve control,6,C7_tile_6_fused_tp_0,40,122824.2834,0.00032567,12812.8784,25,0.625,10.6,2.3729,0.6143,2.4518,8.5,10,12,29.4593,7.9631,-1.1138,3.2899,26.2474,32.2019,34.9911,24.8416,7.0727,0.63541,4.127,20.1303,24.237,29.0133,818.8286,488.6851,0.84197,4.0624,453.2373,768.9413,1097.3283,278.5408,149.5257,0.9507,3.5932,171.7087,267.5268,337.1781
C7,100 nm TPA +ve control,7,C7_tile_7_fused_tp_0,133,1778723.3643,7.4773e-05,84455.2279,28,0.21053,13.4737,2.704,0.3359,3.7422,12,13,15,59.0611,31.7396,0.78178,2.5917,35.0776,47.7638,80.552,39.9005,32.4819,2.0226,7.3759,20.0247,25.9365,48.0592,2410.1943,4357.9477,6.0926,62.9235,568.5286,997.6999,2359.5126,1624.139,1646.2196,1.3811,4.0275,401.8881,1044.9896,2263.139
C7,100 nm TPA +ve control,8,C7_tile_8_fused_tp_0,85,316042.6822,0.00026895,23446.3989,41,0.48235,12.1412,2.305,0.4251,2.6957,10,12,14,37.6466,9.5687,-0.97834,3.3182,32.2858,39.6817,45.2099,24.5072,7.0844,0.83355,4.7002,19.211,24.1937,28.3212,804.1799,411.915,0.76142,4.4197,518.8999,771.3391,1058.4878,300.5949,164.9491,0.98983,3.6236,166.5797,270.9885,392.5497
C7,100 nm TPA +ve control,9,C7_tile_9_fused_tp_0,58,183063.6599,0.00031683,16548.8421,31,0.53448,11.069,2.5606,1.0295,4.6285,10,11,12,32.4949,8.5431,-0.82103,3.0144,27.4022,33.9669,39.9848,23.9377,7.4787,0.66308,3.6053,18.483,23.7722,28.3162,778.9943,493.2042,0.93008,3.7106,422.7012,685.4886,1033.1619,285.3249,133.0967,0.89489,3.5031,181.5515,268.1608,357.6071
C8,100 nm TPA +ve control,0,C8_tile_0_fused_tp_0,178,919828.5833,0.00019351,49015.4156,51,0.28652,13.1798,2.6385,1.0019,6.3803,11,13,15,52.2988,15.1842,-0.32068,3.1767,43.0109,53.6301,61.9085,26.4789,11.6521,2.9375,17.3804,19.8374,24.7146,29.8136,971.3079,684.1041,1.8054,7.9249,503.6981,810.9501,1261.2282,500.1573,373.5889,1.9252,7.0083,268.3297,363.8068,619.209
C8,100 nm TPA +ve control,1,C8_tile_1_fused_tp_0,88,806117.3835,0.00010917,55381.7884,30,0.34091,12.8864,2.9378,0.32832,2.9483,11,13,14.5,58.0688,35.3518,1.3137,4.2309,35.2208,48.2095,67.1987,39.9938,36.5389,2.5927,10.5706,19.6656,26.0466,43.1047,1783.4455,2570.9874,3.6412,19.9812,520.3988,813.4901,1948.3234,988.9605,1110.9143,2.108,7.6699,262.621,560.7949,1305.2308
C8,100 nm TPA +ve control,2,C8_tile_2_fused_tp_0,94,1541413.715,6.0983e-05,77281.5842,21,0.2234,12.8723,2.764,0.59711,4.3938,11,13,14,66.5785,23.9044,0.33447,3.8273,53.5395,65.7774,79.3618,45.8265,32.1772,2.0533,7.7295,25.4245,35.1679,55.4211,3126.5998,3124.6327,2.7395,14.3436,1149.8878,2104.3256,3775.8858,2033.7259,2344.6637,1.7373,4.9458,586.0564,1005.3503,2709.8421
C8,100 nm TPA +ve control,3,C8_tile_3_fused_tp_0,142,5359253.7171,2.6496e-05,191804.6536,22,0.15493,13.3803,3.6703,0.63094,4.2699,11,13,16,91.599,56.302,0.79767,2.8655,47.25,77.9072,130.4779,49.8331,52.5375,2.5671,10.2647,20.6373,27.9276,54.8946,6792.4635,20807.5213,6.3402,50.3208,557.2048,1058.4497,3706.3646,4795.1163,7588.8084,2.174,7.2565,258.366,1378.8553,5649.4843
C8,100 nm TPA +ve control,4,C8_tile_4_fused_tp_0,51,245669.9456,0.0002076,20234.4974,30,0.58824,11.1765,2.6586,0.65957,2.9497,9,11,12.75,36.3471,9.0998,-0.58243,2.432,29.251,38.8324,43.1281,27.977,9.1221,0.70198,4.0315,22.1401,26.8949,32.845,1186.8113,800.2193,1.3455,5.9233,584.3538,1007.7285,1611.1287,361.3303,186.6931,1.142,4.785,232.1071,317.4693,462.4372
C8,100 nm TPA +ve control,5,C8_tile_5_fused_tp_0,70,335958.786,0.00020836,27326.3894,28,0.4,11.8857,2.4289,0.3236,3.449,10,12,13,40.6913,14.8083,1.1471,6.3858,33.2431,41.1427,46.9242,28.9778,14.1822,2.5651,12.263,20.7613,26.0481,32.2863,1046.6006,699.229,1.3271,5.9315,554.183,944.3919,1403.7735,525.5075,440.2516,1.7166,5.8027,213.6451,422.9299,648.2453
C8,100 nm TPA +ve control,6,C8_tile_6_fused_tp_0,86,1122091.2593,7.6643e-05,64391.2052,19,0.22093,12.5814,2.8345,0.93217,4.1896,11,12,14,65.7707,26.3979,-0.031672,2.5042,47.5407,66.1624,83.4513,40.2398,31.9714,2.2193,7.9594,21.1039,28.6589,45.4741,2556.0165,3630.6951,3.2618,16.4364,614.0794,1188.9886,2934.0685,1893.859,1896.3621,1.5592,5.0005,479.8421,1272.8641,2831.3227
C8,100 nm TPA +ve control,7,C8_tile_7_fused_tp_0,88,391309.5923,0.00022489,29681.0293,38,0.43182,12.1818,2.6066,0.38321,2.9654,10.5,12,14,41.483,16.8828,1.7589,7.6657,32.1405,40.1026,46.0705,28.0689,17.0187,3.0034,13.4696,18.9023,24.2501,29.7017,947.4809,807.6632,3.1042,17.1736,502.2786,748.3222,1104.0788,412.2365,347.7836,1.4478,4.2922,174.9196,295.7854,488.549
C8,100 nm TPA +ve control,8,C8_tile_8_fused_tp_0,219,3633999.648,6.0264e-05,134059.7725,25,0.11416,14.0822,2.8977,0.45775,3.6439,12,14,16,60.0054,31.1432,1.4463,5.0047,42.0722,52.8301,66.5702,36.4689,30.6297,2.5138,10.3472,19.4118,25.5031,38.0627,2793.2357,8101.2297,12.0855,229.5618,540.3256,918.9974,1823.2431,2914.3429,3109.6872,1.323,3.8644,624.4791,1742.6775,4785.033
C8,100 nm TPA +ve control,9,C8_tile_9_fused_tp_0,178,1705385.9015,0.00010438,92087.0287,34,0.19101,13.5955,2.8808,1.0409,5.9018,12,13,15,55.4756,31.1942,1.5912,5.5091,37.0225,48.979,59.9389,34.6063,32.402,3.0972,13.4383,19.3173,24.0026,31.0289,1703.6822,3353.466,8.1087,109.1057,528.9657,808.4896,1354.5873,1438.8598,2360.6336,3.4681,15.0789,366.7094,783.7811,1509.7418
D5,20 nm Binimetinib,0,D5_tile_0_fused_tp_0,43,143826.2285,0.00029897,13938.3669,30,0.69767,9.907,2.3686,1.1345,3.718,8,9,11,31.0581,7.5099,-1.1563,2.991,28.1898,34.0477,36.026,24.118,5.7754,0.55364,4.0973,19.9383,23.5454,28.0323,1005.7778,481.8936,-0.021949,2.7226,700.3168,999.3223,1291.1929,248.8994,85.191,0.73844,2.7313,177.8905,229.4498,296.8601
D5,20 nm Binimetinib,1,D5_tile_1_fused_tp_0,180,3986776.5272,4.5149e-05,142977.6482,33,0.18333,13.9556,3.3356,0.30424,3.0804,12,14,16,76.261,40.1158,0.44664,2.0683,41.2892,72.9284,104.324,44.9674,35.4634,2.3185,10.2809,22.7907,32.0726,55.0068,3811.4498,6459.0878,4.2374,25.8636,751.8791,1511.9381,4021.9946,2306.0911,2565.0228,1.4592,4.2496,315.0847,1539.1669,2962.7175
D5,20 nm Binimetinib,2,D5_tile_2_fused_tp_0,49,989288.4099,4.9531e-05,73079.8048,9,0.18367,12.1224,2.8404,0.76204,2.9584,10,12,14,63.8413,43.4886,1.4496,5.0312,33.9998,52.0637,81.982,57.82,55.0846,2.2715,9.2245,22.6258,37.0386,73.4871,4087.9686,7967.8988,5.1108,35.7339,672.258,1600.8697,3875.1411,5219.9861,5372.7527,1.1182,3.6694,647.8267,3923.3047,7861.9529
D5,20 nm Binimetinib,3,D5_tile_3_fused_tp_0,164,968467.6736,0.00016934,51999.8338,44,0.26829,13.2561,2.6645,0.79508,3.9084,11,13,15,52.7228,15.7562,0.14402,3.268,42.8829,53.275,61.7582,28.5933,13.2835,2.1834,9.9538,20.6545,26.075,31.9335,1098.0359,708.9453,1.5958,8.0729,595.5274,955.0911,1449.6786,619.0456,501.177,1.6139,5.8929,274.0758,446.5619,803.4896
D5,20 nm Binimetinib,4,D5_tile_4_fused_tp_0,92,343980.5502,0.00026746,25046.2544,44,0.47826,11.9565,2.7413,0.65074,3.3948,10,11.5,14,38.8578,9.2776,-0.70838,3.4538,31.9092,41.1855,45.5145,24.4625,8.3939,1.5019,8.1248,19.0018,23.4554,28.3938,824.8934,524.3996,0.94457,4.2932,423.4919,758.1873,1132.8532,298.1697,205.111,1.3251,4.4904,138.498,246.0316,418.1057
D5,20 nm Binimetinib,5,D5_tile_5_fused_tp_0,80,230986.4894,0.00034634,19183.4866,38,0.475,11.75,2.2698,0.74999,3.7784,10,11,13,33.0013,9.3672,-0.64916,3.5372,27.5722,36.4764,39.4841,22.3708,7.0267,1.6354,8.4953,17.7057,21.5552,24.9256,650.6662,338.1802,0.49517,3.0314,424.4449,618.0745,854.9105,266.4373,124.6418,1.1863,4.1064,179.1984,227.9827,319.2688
D5,20 nm Binimetinib,6,D5_tile_6_fused_tp_0,92,1005891.4638,9.1461e-05,67790.3224,20,0.21739,13.2391,2.9328,0.42801,2.945,11,13,15,54.6526,30.2286,1.1828,3.5768,33.7104,44.5513,66.5623,40.8178,35.4179,2.5901,10.6291,21.4822,27.9776,42.5837,2011.7829,3140.2883,5.1406,39.5741,591.9939,1057.5456,2135.3032,1883.0645,3112.519,3.1744,13.629,363.7402,911.0149,1676.7378
D5,20 nm Binimetinib,7,D5_tile_7_fused_tp_0,49,155763.1819,0.00031458,15194.756,25,0.5102,11.1429,2.5,1.4526,6.2503,9,11,12,30.5557,7.7968,0.45293,4.3269,25.067,31.4898,36.0334,24.7467,9.6374,1.5651,6.8522,18.5947,23.431,28.2186,771.1049,509.7514,1.2228,5.2071,406.0656,690.1914,1019.1276,330.3208,226.6691,1.4243,4.6066,199.0786,252.9303,379.4552
D5,20 nm Binimetinib,8,D5_tile_8_fused_tp_0,87,1134225.6638,7.6704e-05,65960.7494,19,0.21839,13.2414,2.9648,0.59795,4.4582,11,13,15,52.7618,27.9636,0.87707,2.9399,33.3422,46.5767,64.7845,42.1366,33.6743,1.87,6.4002,20.8925,28.3188,51.7331,2397.9401,4724.675,5.543,43.3066,562.4315,946.8253,2071.3507,1940.022,2273.9253,1.5257,4.3868,385.1437,827.5625,2767.2027
D5,20 nm Binimetinib,9,D5_tile_9_fused_tp_0,32,115653.7772,0.00027669,13330.3405,20,0.625,10.625,2.1665,0.030217,3.0725,9,11,12,29.7596,11.7471,1.3076,5.4552,20.3213,30.2379,34.4284,28.9031,14.6835,1.6921,5.7731,20.0309,24.6334,31.7943,955.8163,822.4668,2.5904,13.0219,446.9731,785.9517,1232.2898,370.2872,219.7878,1.1453,4.6507,224.6544,340.6235,447.1823
D6,20 nm Binimetinib,0,D6_tile_0_fused_tp_0,93,338583.7321,0.00027467,25358.1923,35,0.37634,12.3656,2.3068,0.5631,2.7653,11,12,14,36.0892,11.0363,0.007632,4.0621,28.7935,38.1946,43.4779,24.475,10.7668,3.0201,16.5749,18.2807,22.5588,26.9135,752.4083,403.4822,1.3782,6.4474,501.7811,702.9736,924.6596,384.215,338.9558,3.3464,18.042,206.7833,279.0585,423.5739
D6,20 nm Binimetinib,1,D6_tile_1_fused_tp_0,67,358179.2047,0.00018706,28388.3261,29,0.43284,12.0597,2.4301,0.8363,4.0972,10.25,12,13,37.8254,15.7591,2.3609,13.8185,29.0221,37.8702,44.4477,29.461,17.8059,3.2019,16.1575,20.1563,25.6305,30.8513,1151.7016,1216.3368,3.8675,24.3993,500.4738,834.2662,1334.8471,525.7097,495.6801,2.832,11.7425,254.3391,407.9193,575.5668
D6,20 nm Binimetinib,2,D6_tile_2_fused_tp_0,119,1156970.283,0.00010285,69387.6324,29,0.2437,13.1597,2.7647,0.67916,4.3148,11,13,15,55.04,33.1328,1.9066,6.8207,35.4513,47.2448,60.1792,35.9263,30.652,3.0831,14.2065,19.7769,25.7553,38.3212,1813.433,4261.5826,8.6293,97.7742,560.0856,893.1645,1528.8565,1284.9562,1270.2426,1.7291,5.8944,380.081,845.9686,1623.0312
D6,20 nm Binimetinib,3,D6_tile_3_fused_tp_0,99,1280453.1692,7.7316e-05,73792.6523,22,0.22222,12.9697,2.9466,0.63591,3.9355,11,13,15,53.712,29.2741,1.2222,4.19,34.955,46.6132,64.1102,37.7997,28.0975,2.4564,11.0389,21.1126,27.9752,44.0173,2443.6129,3796.4593,3.4584,16.5624,587.9046,1075.7155,2541.917,1844.8163,1973.748,1.5064,4.2429,455.1024,962.9469,2826.4434
D6,20 nm Binimetinib,4,D6_tile_4_fused_tp_0,57,259396.1756,0.00021974,25190.8029,27,0.47368,11.3333,2.996,0.80806,3.5257,10,11,12.25,43.8168,18.9068,1.0463,3.5039,31.4801,39.0319,51.1463,32.2494,21.7915,2.2316,7.7304,20.1155,25.8361,34.0212,1071.885,1062.0101,2.9982,15.9148,393.5574,804.5547,1397.0132,503.8161,439.8409,1.2679,3.5728,174.5321,331.6762,728.9147
D6,20 nm Binimetinib,5,D6_tile_5_fused_tp_0,95,2741947.7166,3.4647e-05,119541.7633,21,0.22105,13.2,3.5147,0.44474,3.2579,11,13,15,68.6869,41.9702,0.59396,2.2396,32.0663,57.7427,97.3095,53.6364,45.8113,1.5417,4.7136,22.0799,32.5627,71.4684,5334.5286,10549.5022,4.5953,30.8876,693.4168,1450.642,5355.5224,3145.8359,3546.326,1.5946,4.7043,808.507,1849.62,4431.3761
D6,20 nm Binimetinib,6,D6_tile_6_fused_tp_0,123,1006289.7986,0.00012223,66898.1905,22,0.17886,13.1382,3.1992,0.33706,2.4344,11,13,15,60.5428,33.5263,1.0642,3.636,35.1092,49.5588,79.3024,37.2041,35.0949,3.1897,15.1842,19.1151,25.8354,38.3126,1510.9456,2481.1975,6.3012,63.3143,469.884,831.8017,1448.0917,1672.4548,1555.1688,1.1886,3.6162,412.4242,1303.1084,2347.2706
D6,20 nm Binimetinib,7,D6_tile_7_fused_tp_0,90,314966.3227,0.00028574,23859.1146,41,0.45556,12.2889,2.5758,0.95476,5.2597,11,12,13,36.8213,10.1925,-0.49934,3.0401,30.1555,39.2064,43.5099,24.0775,8.7454,1.5156,7.0428,17.9919,23.1211,27.8558,741.0972,526.3811,1.885,9.0171,387.0595,644.5796,955.6002,305.8861,173.2244,1.3157,4.7929,192.4393,267.5882,367.1461
D6,20 nm Binimetinib,9,D6_tile_9_fused_tp_0,72,254924.3654,0.00028244,20713.5444,31,0.43056,11.6944,2.5709,0.49766,2.9403,10,11,14,35.8256,9.2722,-0.81444,3.53,30.4344,37.2873,43.2655,24.8242,8.271,1.0638,4.4269,19.2804,23.3045,28.93,794.1569,460.9446,1.0269,4.9121,499.9658,756.7395,1026.9634,357.1301,187.9192,0.90393,3.4934,209.873,329.8661,458.9074
D7,20 nm Binimetinib,2,D7_tile_2_fused_tp_0,66,291231.9002,0.00022662,25055.9951,26,0.39394,12.1515,2.3154,-0.35046,2.9565,11,12,13,37.721,15.9437,1.2212,5.5816,28.0124,37.1343,44.1234,28.9622,16.6199,2.7472,13.7701,19.6724,25.0291,30.8182,933.4356,865.4669,4.2306,32.1077,475.2223,764.6878,1144.4256,521.9999,439.9617,1.2985,4.3867,224.9711,393.9068,751.8095
D7,20 nm Binimetinib,4,D7_tile_4_fused_tp_0,84,612943.2618,0.00013704,47196.4982,29,0.34524,12.3095,2.3997,0.22077,3.6429,11,12,14,47.2471,29.4871,2.0656,7.2289,32.1957,39.6823,49.4996,34.1565,25.3484,2.5977,9.9853,20.8159,25.7738,34.2893,1506.0031,1953.4948,4.2644,25.0283,697.8295,963.0525,1394.5894,874.0092,823.2368,2.1291,7.7082,357.0938,634.2242,1076.9575
D7,20 nm Binimetinib,7,D7_tile_7_fused_tp_0,58,240137.9873,0.00024153,19731.9088,30,0.51724,11.4483,2.5003,-0.043528,2.0851,10,11,14,34.4144,10.5693,-0.81557,2.7608,28.3214,38.183,42.3288,25.8302,8.414,0.65027,3.4286,19.442,24.7073,30.233,972.2186,627.5013,1.3382,5.1036,522.2212,850.145,1231.423,352.3555,207.4853,0.5532,2.6475,186.0613,318.1335,520.3022
D7,20 nm Binimetinib,9,D7_tile_9_fused_tp_0,58,165950.3673,0.0003495,15506.6773,34,0.58621,11.4138,2.6952,0.90918,4.4045,9,11,13,31.9683,7.8906,-0.90575,3.4564,27.9916,33.4705,37.6588,23.557,6.9519,0.72312,4.3461,18.3225,23.0792,27.6923,685.7453,404.5785,0.94136,4.4143,419.1097,628.1639,895.9559,242.2918,107.0779,1.0047,4.3098,169.1794,219.6675,301.3102
D8,20 nm Binimetinib,1,D8_tile_1_fused_tp_0,59,273324.7326,0.00021586,21913.6054,29,0.49153,11.5932,2.4291,1.931,9.5368,10,11,12.75,37.1902,9.922,-0.41634,2.6986,29.9186,38.8926,44.5179,27.7512,9.2473,1.1245,4.7194,20.9658,26.2483,32.2804,1063.5204,680.8177,1.7411,8.1917,651.4599,922.5691,1321.592,405.8075,223.6407,1.9306,8.678,288.5543,353.8684,481.2824
D8,20 nm Binimetinib,3,D8_tile_3_fused_tp_0,79,641301.4793,0.00012319,43805.886,29,0.36709,12.2532,2.5744,0.52491,3.3998,10.25,12,14,54.3346,24.967,1.0647,4.5271,37.9472,52.3427,63.3885,34.0847,25.425,2.9768,13.0165,21.0432,26.3913,35.7785,1692.0883,2568.8405,5.2079,37.3074,583.9543,979.6755,1749.3094,811.2201,834.3634,1.5702,4.4889,261.4999,409.0836,1002.0296
D8,20 nm Binimetinib,6,D8_tile_6_fused_tp_0,40,105740.082,0.00037829,11480.612,29,0.725,10.1,2.3837,1.042,3.5607,9,9,11,28.9201,6.7164,-1.1667,3.5261,25.7243,30.7009,33.4731,23.4031,6.7212,0.57309,3.5982,19.0716,22.9015,27.4277,777.5006,492.0689,0.46519,2.6642,392.0349,745.8445,1059.3647,212.6039,116.9952,0.72124,3.1087,123.2862,192.3042,284.9147
D8,20 nm Binimetinib,9,D8_tile_9_fused_tp_0,183,1042428.6882,0.00017555,58104.7728,44,0.24044,13.3333,2.8981,0.43899,2.9221,11,13,15,50.6163,19.3829,2.4455,12.3734,40.3858,50.1009,55.9305,28.0343,19.7375,3.5979,18.1341,18.8536,23.5934,28.9397,1046.6151,1261.7357,5.6227,51.484,444.2678,742.0915,1181.9365,691.7235,876.6321,3.0466,13.242,257.5005,381.1136,797.5447
E5,60 nm Binimetinib,0,E5_tile_0_fused_tp_0,151,2268020.9961,6.6578e-05,103739.3448,22,0.1457,13.7748,2.9714,0.71552,4.0602,12,13,15,66.2384,28.6344,0.38531,3.2559,46.4943,65.1261,83.8504,39.6965,31.0337,2.3931,9.5836,21.5294,28.7832,43.3845,2606.9207,5197.3419,7.5928,86.2044,709.5928,1197.4676,2372.0074,2593.4836,2454.4352,1.25,3.4217,866.6318,1771.0059,3774.8158
E5,60 nm Binimetinib,1,E5_tile_1_fused_tp_0,68,556971.9777,0.00012209,41471.6932,23,0.33824,12.1471,2.5989,0.27937,2.7771,10,12,14,54.5755,25.7756,0.36077,2.3718,37.6507,51.2573,73.6007,36.8412,28.4014,2.0935,7.2061,20.0065,26.3619,41.7567,1713.7599,2456.792,4.1626,26.6675,534.3177,836.6851,1797.4092,987.4213,1146.6372,2.5685,11.6165,191.7406,662.3374,1382.5704
E5,60 nm Binimetinib,3,E5_tile_3_fused_tp_0,68,200175.3496,0.0003397,17866.7683,34,0.5,11.6471,2.1284,0.70231,3.091,10,11,13,33.5495,9.4762,-0.29842,4.1256,26.5858,34.4708,39.7351,23.2589,7.6626,1.1569,4.8081,18.2325,22.0345,26.565,673.9911,371.7591,0.61784,3.3746,416.0438,643.9288,899.3733,279.1683,148.8359,0.99984,3.4127,184.3183,233.8788,360.8689
E5,60 nm Binimetinib,4,E5_tile_4_fused_tp_0,66,276154.0816,0.000239,21187.7106,45,0.68182,10.5758,2.9303,1.222,4.1178,9,10,12,38.4066,7.5234,-1.3715,3.8998,35.6878,41.476,43.2196,25.3453,6.6967,0.37314,3.4572,20.8214,24.8505,29.5012,1145.8676,702.0133,0.81294,3.9623,729.3266,1069.1113,1472.6391,246.3687,116.8374,0.80866,3.7608,158.5011,235.0508,295.0836
E5,60 nm Binimetinib,5,E5_tile_5_fused_tp_0,71,564855.0528,0.0001257,39926.9073,22,0.30986,12.2254,2.3555,0.32872,2.6961,10.25,12,14,42.0983,18.3986,2.4027,11.9523,32.7707,40.9106,46.794,34.8801,25.1697,3.0434,13.9284,22.0226,27.5518,35.9695,1642.0205,1561.3538,3.2372,16.6807,826.3425,1217.7027,1933.2474,998.1727,1470.5499,3.2229,14.7793,245.6846,466.8617,878.4089
E5,60 nm Binimetinib,7,E5_tile_7_fused_tp_0,97,543054.8186,0.00017862,35931.5773,40,0.41237,12.4948,2.7993,0.44371,3.3359,11,12,14,44.615,14.2091,1.3634,7.547,36.4994,45.7655,49.5605,29.4837,15.485,2.9853,14.9118,21.4296,26.8538,32.553,1150.5399,871.8238,2.1865,10.5549,553.4099,977.0607,1479.0667,472.7839,333.9144,1.0299,3.2494,220.9414,371.5644,610.1732
E5,60 nm Binimetinib,9,E5_tile_9_fused_tp_0,63,318476.3971,0.00019782,26528.8436,28,0.44444,12.127,2.3725,0.83388,3.8012,11,12,13,39.3307,13.3125,0.33227,2.9804,28.7358,38.8672,46.9563,29.5534,12.6661,1.5937,6.3134,21.2006,27.3228,33.872,1083.2531,890.9404,2.4388,11.9686,516.4963,868.4104,1353.845,510.1701,271.5228,0.69063,2.6412,289.7429,477.1234,654.8592
E6,60 nm Binimetinib,0,E6_tile_0_fused_tp_0,195,2123472.3406,9.1831e-05,89637.9931,26,0.13333,13.6,2.8545,0.50022,3.5505,12,13,15,58.7958,23.7274,0.431,2.7922,40.7407,58.0466,73.1082,32.9408,23.6839,2.358,9.0479,19.7111,24.4811,35.4719,1916.4913,3527.5376,7.1531,78.3158,590.5085,924.4078,1780.8041,1867.4582,2015.1854,2.2361,9.4442,470.7493,1186.8639,2806.83
E6,60 nm Binimetinib,2,E6_tile_2_fused_tp_0,47,107619.5251,0.00043672,12105.9527,28,0.59574,11.1915,2.4374,1.0679,4.9164,9,11,12.75,28.2225,8.5017,0.37314,4.4663,23.7612,28.4459,32.7273,22.9416,8.1431,1.4363,6.1169,17.9735,21.7544,26.1795,563.453,352.0473,1.1056,6.4622,293.1855,558.7098,769.0148,232.8068,128.7366,1.0704,3.6657,148.2665,199.876,285.4933
E6,60 nm Binimetinib,3,E6_tile_3_fused_tp_0,35,61829.477,0.00056607,9058.0549,22,0.62857,10.6857,2.2722,0.56367,3.0862,9,10,12,26.1084,9.6979,0.37618,3.6945,21.1326,24.7297,31.6015,23.3381,10.0145,1.5392,5.4492,16.7702,21.1044,26.4208,464.8833,346.121,2.2649,12.1719,238.6168,434.672,613.5278,226.4514,123.1083,1.6509,7.4638,135.176,196.417,291.2804
E6,60 nm Binimetinib,4,E6_tile_4_fused_tp_0,57,170549.4717,0.00033421,15752.0798,30,0.52632,11.1579,2.274,0.87882,3.6334,9,11,13,31.7049,8.0934,-0.67804,2.6023,25.6303,33.9653,38.4154,23.4245,7.3571,0.84095,4.0232,18.6366,22.5627,26.9764,728.8439,435.6353,0.95825,4.3945,452.4307,680.8742,993.5341,281.2871,143.4405,0.8504,3.0946,172.1319,251.0146,365.6358
E6,60 nm Binimetinib,5,E6_tile_5_fused_tp_0,34,133496.8448,0.00025469,13716.1498,22,0.64706,9.8824,2.1849,1.4441,6.6798,8,10,11,29.7501,9.3656,-0.48957,3.3038,25.3233,31.268,35.0208,26.847,8.9011,1.1668,5.234,21.0788,25.2915,30.9194,1160.8421,645.0549,0.94675,4.8182,675.7333,1099.4397,1504.6166,342.9037,184.4414,1.6339,5.9936,201.4073,321.8789,391.6986
