well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
C6,3.5 um Binimetinib -ve control,9,C6_tile_9_fused_tp_0,24,63812.9996,0.0003761,9324.1731,13,0.54167,9.9167,1.5857,0.072093,2.3948,9,10,11,25.5197,11.3056,0.94296,4.1362,17.8958,24.4462,29.7669,27.7983,13.7951,1.1309,3.8584,18.0709,24.1797,33.3083,750.7412,636.1741,1.7403,7.0212,281.6086,555.8768,964.7786,423.8261,230.4188,0.50648,1.9828,253.0916,371.2302,660.3652
C7,3.5 um Binimetinib -ve control,0,C7_tile_0_fused_tp_0,62,252589.9615,0.00024546,20255.4364,37,0.59677,11.2258,2.5117,0.83083,3.8609,9,11,13,35.8668,9.2338,-1.1145,3.9511,30.1379,39.4846,42.1232,25.776,7.7018,0.32347,3.0475,19.8204,25.9687,30.5912,1002.3411,665.4679,0.97691,3.5054,496.0463,886.0921,1300.146,289.3634,154.2702,0.84082,3.305,166.3194,268.17,425.9485
C7,3.5 um Binimetinib -ve control,1,C7_tile_1_fused_tp_0,6,2638.0466,0.0022744,1487.9973,6,1,4.6667,0.5164,-0.70711,1.5,4,5,5,16.5116,3.3129,-1.2671,3.3556,16.2954,17.1884,18.5987,24.3271,7.7337,-0.32073,2.3069,21.0465,24.8994,30.1512,527.6093,329.9255,0.30336,1.2497,240.7981,404.8398,862.0015,185.9997,82.3707,0.58588,3.0986,137.8973,181.0067,218.8
C7,3.5 um Binimetinib -ve control,2,C7_tile_2_fused_tp_0,54,122955.3303,0.00043918,12966.3897,36,0.66667,10.8889,2.7859,0.73392,3.2311,9,11,12,30.2279,7.6511,-0.42264,2.6356,26.3364,31.3971,35.6656,22.1029,8.1987,2.0556,10.2173,16.728,20.7847,25.2798,593.9871,421.1688,1.4662,6.3334,295.1341,547.9282,761.8315,190.6822,113.0959,1.2614,4.1051,109.5163,159.7044,256.1032
C7,3.5 um Binimetinib -ve control,3,C7_tile_3_fused_tp_0,15,15140.4441,0.00099072,3467.688,12,0.8,7.8667,1.4573,0.52384,2.6896,7,8,8.75,18.128,4.6924,0.016884,2.5005,14.7083,18.1042,21.2623,20.5985,6.6034,0.70003,3.3849,15.9371,19.9323,24.2062,432.5841,279.7966,0.51919,2.854,208.4552,386.458,631.8339,173.3844,87.3367,0.75847,3.39,123.5733,159.4469,206.7526
C7,3.5 um Binimetinib -ve control,4,C7_tile_4_fused_tp_0,47,80446.6021,0.00058424,9496.8569,32,0.68085,10.5106,2.7177,1.1181,3.6986,9,10,11,25.7795,5.8594,-1.1683,3.7503,23.4282,27.4336,30.1486,19.6798,5.0465,0.38732,3.9829,16.1828,19.7383,23.0695,470.448,275.7299,0.36987,2.259,245.1503,446.4241,665.5872,158.2809,60.4886,0.74537,3.1664,109.2759,156.8753,185.277
C7,3.5 um Binimetinib -ve control,5,C7_tile_5_fused_tp_0,26,39811.708,0.00065307,6132.4556,19,0.73077,9.3077,2.074,0.23765,2.3398,8,9,11,21.4443,5.6097,-0.81748,2.8091,18.4661,22.7295,24.927,20.3671,6.0784,0.50831,2.9494,16.0598,19.6739,24.7555,503.9457,326.7763,0.91135,4.2665,269.5587,459.7971,696.3101,180.3663,90.3455,1.3711,6.13,130.859,168.5153,210.6835
C7,3.5 um Binimetinib -ve control,6,C7_tile_6_fused_tp_0,70,147834.8805,0.0004735,14081.9805,41,0.58571,11.4571,2.5463,1.2253,4.9833,10,11,13,29.4778,7.7488,-0.83984,2.4418,22.2367,32.5928,35.2288,20.4066,5.647,0.64667,3.9968,16.3329,20.033,23.7129,504.5559,284.9574,0.5265,3.1459,292.6041,489.4519,674.7307,180.5382,91.9225,1.6024,6.8754,112.0261,163.5789,227.2478
C7,3.5 um Binimetinib -ve control,7,C7_tile_7_fused_tp_0,68,255769.7403,0.00026586,21578.1628,33,0.48529,11.6765,2.1816,0.29803,2.6049,9.5,12,13,37.2962,12.2483,-0.17662,2.8484,28.146,37.6082,45.761,25.8987,10.4044,1.373,5.5928,19.1899,24.3475,30.1472,855.4172,562.9895,1.2543,5.5925,444.0676,742.3181,1147.2473,348.0349,229.5054,1.3786,4.6179,179.2275,289.6955,413.5364
C7,3.5 um Binimetinib -ve control,8,C7_tile_8_fused_tp_0,31,42076.4123,0.00073675,6518.1699,18,0.58065,10.129,2.0614,1.1472,5.2153,9,10,11,21.8375,5.0769,-0.0059958,2.4408,17.6393,21.707,25.9337,20.1657,6.5737,0.97994,4.2356,15.4451,19.2191,23.4614,379.0668,223.4801,0.82657,3.4485,225.183,339.9191,502.9475,203.6928,103.0456,0.8854,3.215,123.3169,187.7181,258.6852
C7,3.5 um Binimetinib -ve control,9,C7_tile_9_fused_tp_0,42,249671.7433,0.00016822,26776.467,17,0.40476,10.9048,2.4674,0.16984,3.7287,9,11,12,49.9935,27.466,0.71815,2.4433,28.0487,43.851,71.8193,37.8129,25.2237,1.7156,5.9005,20.7548,29.0483,47.0125,1443.1893,1459.6283,2.9286,14.8429,550.0611,995.5766,1562.7292,892.5489,629.384,1.0036,3.5853,403.8848,739.1504,1321.5024
C8,3.5 um Binimetinib -ve control,0,C8_tile_0_fused_tp_0,120,922398.9841,0.0001301,54401.9623,23,0.19167,13.05,2.6181,-0.18732,2.7153,11,13,15,50.2868,22.4891,1.1329,5.281,33.7847,48.6867,60.2668,31.9529,20.3242,3.0887,16.189,20.4992,26.5303,34.2375,1434.5241,1488.2712,3.5328,19.2691,691.8177,1000.9526,1562.2696,1295.2848,1097.4434,2.0143,8.0572,557.7512,1042.2144,1745.5557
C8,3.5 um Binimetinib -ve control,1,C8_tile_1_fused_tp_0,78,282918.4333,0.0002757,21795.0124,42,0.53846,11.6667,2.4898,1.0401,4.3601,10,11,13,36.4477,10.1996,-1.0011,3.1572,29.9192,40.6799,43.9019,24.3653,7.6858,0.62356,3.4176,18.9576,23.4681,28.5871,837.0368,562.4679,1.1612,5.0001,427.6356,752.7015,1125.7959,272.4377,163.8602,2.0212,8.2395,160.5644,226.0127,323.737
C8,3.5 um Binimetinib -ve control,2,C8_tile_2_fused_tp_0,30,51816.444,0.00057897,7157.326,24,0.8,9.4667,2.193,1.6817,5.1674,8,9,10,23.0972,5.5797,-1.2522,3.6712,21.9935,24.8999,26.4904,20.8379,5.5797,0.44313,2.6212,16.3807,19.9393,24.5841,569.4115,309.4181,1.1007,6.0552,380.2685,519.4627,731.1386,162.6665,67.374,0.41527,2.5491,110.0173,153.1395,207.8709
C8,3.5 um Binimetinib -ve control,3,C8_tile_3_fused_tp_0,100,1043686.3308,9.5814e-05,66430.0868,18,0.18,13.22,3.4424,0.43966,3.343,11,13,15,59.2317,39.8079,1.3023,3.86,33.0993,45.8028,71.9872,40.5624,37.781,2.9571,13.6162,20.6251,27.2778,43.5684,1911.5134,3149.2314,5.415,44.7392,591.9394,915.3118,1855.4251,2075.9402,2365.0105,1.3602,4.0984,381.8484,915.0457,3690.2067
C8,3.5 um Binimetinib -ve control,4,C8_tile_4_fused_tp_0,22,30023.613,0.00073276,5056.1776,18,0.81818,8.4545,1.9935,2.3018,10.7632,7,8.5,9,20.2595,4.6247,-1.2962,4.9264,18.862,20.729,23.1277,19.9571,5.2427,0.094466,2.5294,15.8696,19.68,24.355,536.1359,333.1396,1.1902,5.589,332.4558,506.7275,667.1612,158.0055,70.4271,0.58507,2.5488,101.2431,138.4516,204.8284
C8,3.5 um Binimetinib -ve control,5,C8_tile_5_fused_tp_0,13,24128.6858,0.00053878,4922.8895,11,0.84615,7.0769,1.4412,0.55761,2.3899,6,7,8,22.5428,6.7989,0.62299,2.7625,18.3373,22.2625,24.2599,26.1849,8.1726,0.77341,3.2179,20.1854,24.8257,30.7538,965.1474,436.845,0.19071,2.802,692.9691,928.2749,1174.8277,273.4939,134.185,0.68099,2.6255,161.0695,255.8303,365.4489
C8,3.5 um Binimetinib -ve control,6,C8_tile_6_fused_tp_0,26,76967.5356,0.0003378,10090.9063,19,0.73077,9.1538,1.7594,0.39092,2.4439,8,9,10,28.5742,8.7661,0.34322,3.6304,23.8045,29.4644,32.8468,26.8072,9.9573,1.3989,6.3497,20.4151,25.4314,31.6731,999.5784,707.2511,1.4162,5.1576,521.1381,773.0213,1348.2617,296.7914,164.9014,1.0609,3.5655,174.642,253.5039,405.4622
C8,3.5 um Binimetinib -ve control,7,C8_tile_7_fused_tp_0,27,42282.8246,0.00063856,6314.9611,20,0.74074,9.4074,2.2746,2.3405,9.0228,8,9,10,21.3535,5.6917,-0.80747,3.1008,18.9175,22.0487,25.3339,20.4804,5.6867,0.39528,3.2855,16.4327,20.0109,23.6763,509.4316,268.1728,0.5127,2.8547,299.7326,488.2674,680.4697,175.4156,62.0593,0.99026,4.02,126.0346,172.2189,202.6479
C8,3.5 um Binimetinib -ve control,8,C8_tile_8_fused_tp_0,54,119960.2302,0.00045015,12620.6535,31,0.57407,10.963,2.5842,0.465,2.651,9,10.5,12,29.21,7.7147,-0.61495,3.1633,25.0558,30.7229,34.1452,21.5499,6.9942,0.57859,3.5327,16.4226,20.8288,25.8,560.5618,353.3415,0.89478,3.686,287.4967,506.9697,778.5372,217.5975,135.6377,0.76158,3.5302,105.6574,201.7016,290.0146
C8,3.5 um Binimetinib -ve control,9,C8_tile_9_fused_tp_0,41,155902.296,0.00026299,16599.964,26,0.63415,10.439,2.5792,-0.13267,2.5794,8.75,10,12,35.0965,11.8177,0.21288,2.6614,26.3079,36.6149,42.7802,27.4813,11.692,1.1878,4.8624,19.5226,25.2925,32.6737,1039.3486,750.3717,1.3487,5.7266,546.7176,858.1953,1444.7117,345.8326,269.0772,2.3096,9.4579,177.0978,300.209,388.2032
D5,200 nm Binimetinib,0,D5_tile_0_fused_tp_0,44,85344.5994,0.00051556,9922.7676,30,0.68182,10.2273,2.7438,2.4243,11.8575,9,10,11,25.7597,6.9601,-1.0147,3.2244,22.8365,27.9835,30.0488,20.5896,5.6988,0.42776,3.214,16.2229,20.4306,24.5326,554.1857,298.4075,0.61551,3.043,343.5268,502.7451,752.2476,177.1923,68.4262,0.87164,3.7304,125.3517,166.4281,210.4445
D5,200 nm Binimetinib,1,D5_tile_1_fused_tp_0,57,117125.4706,0.00048666,12282.6058,33,0.57895,11.1228,2.3381,1.3307,5.6169,9.75,11,12,28.238,7.2858,-0.85608,3.2282,24.5348,29.2017,33.6049,20.898,6.041,1.1766,5.3762,16.7576,20.1921,23.6716,509.2412,282.0327,0.35748,3.3455,329.8435,520.2344,688.1659,198.1065,81.7788,0.32506,2.583,133.3321,192.7211,249.4396
D5,200 nm Binimetinib,2,D5_tile_2_fused_tp_0,39,91242.5492,0.00042743,10428.1896,25,0.64103,10.359,2.2418,1.6719,7.2813,9,10,11,26.2645,7.3652,-0.973,3.1608,22.4841,29.0099,30.6328,22.2019,6.4921,0.3797,2.8211,17.6147,21.7404,26.1154,647.1103,385.147,1.3099,6.0298,352.7149,586.6693,871.4333,226.6998,115.9367,0.73621,2.661,145.6004,196.6746,332.3561
D5,200 nm Binimetinib,3,D5_tile_3_fused_tp_0,13,17801.5849,0.00073027,3649.2716,12,0.92308,6.7692,1.6408,2.7395,9.3588,6,6,7,18.5243,4.5763,-2.5703,8.755,18.1159,20.0402,20.5421,21.2321,4.0413,0.41903,2.6855,18.2568,21.3539,23.1864,809.1629,304.985,-0.88615,3.3937,651.6145,904.4276,971.5352,182.4636,43.9189,1.231,3.5239,154.5093,171.0967,196.8307
D5,200 nm Binimetinib,4,D5_tile_4_fused_tp_0,8,7490.3549,0.001068,2421.1863,8,1,5.75,0.88641,0.49338,1.6281,5,5.5,6.5,18.4259,5.2098,-0.088957,1.6566,13.6948,19.4059,22.0549,24.9443,8.3452,0.20117,2.1286,18.5391,23.2363,31.9736,749.0355,481.5487,0.4153,2.1057,498.2438,600.1757,1019.148,201.7655,93.8456,0.54035,2.0025,121.2608,187.3534,275.1009
D5,200 nm Binimetinib,5,D5_tile_5_fused_tp_0,20,50072.127,0.00039942,7430.2586,15,0.75,8.8,1.6733,0.80768,3.6553,8,9,9.5,23.8161,7.6395,-0.46141,2.1319,18.8167,25.7798,29.6745,25.5028,7.5049,0.62785,3.6383,20.0693,24.8835,30.2764,894.1451,387.8483,-0.079361,2.1282,623.4216,850.7102,1250.3579,285.7792,111.4408,0.90419,3.6022,187.7895,268.0894,378.9259
D5,200 nm Binimetinib,6,D5_tile_6_fused_tp_0,16,20696.3689,0.00077308,4233.0106,15,0.9375,7.875,1.6279,0.78108,2.5593,7,7.5,8.5,19.7515,5.4763,1.1235,5.5839,17.0651,19.9015,21.7879,22.117,7.1928,0.70379,3.2521,16.7933,21.616,26.3823,591.3248,367.0944,0.60692,3.2892,307.5757,493.435,862.6519,162.8081,71.8854,1.1328,3.6613,105.5827,145.8469,194.8366
D5,200 nm Binimetinib,7,D5_tile_7_fused_tp_0,22,45273.8863,0.00048593,6866.2379,17,0.77273,9.1818,1.8679,0.6723,3.2702,8,9,10,23.1692,5.9908,-0.9199,2.9653,18.6356,25.0843,28.0963,23.2521,5.5691,0.31698,2.9023,19.7357,22.9906,27.3336,696.5213,361.8424,0.44752,2.9494,442.4387,656.6141,877.3841,228.8746,71.2067,0.48068,2.474,175.9278,215.9601,279.9412
D5,200 nm Binimetinib,8,D5_tile_8_fused_tp_0,14,21419.6979,0.0006536,4621.1379,13,0.92857,7.5714,1.3425,1.2282,4.0687,7,7,8,21.8651,6.9859,0.48868,2.7152,17.7345,22.0411,25.0617,26.1734,11.206,1.0616,3.3491,17.6565,23.0586,30.1052,738.6103,483.616,1.3527,5.0531,414.7359,703.9023,884.0959,210.0517,88.3017,-0.078763,1.7687,146.4908,205.1566,285.0802
D5,200 nm Binimetinib,9,D5_tile_9_fused_tp_0,101,259197.0461,0.00038966,20360.1235,47,0.46535,12.1386,2.4084,0.50537,2.995,10,12,14,34.8739,8.7596,-1.0771,3.5308,29.6839,37.815,41.6294,21.4492,6.1523,0.85131,4.7202,17.3609,20.983,24.6806,553.8398,295.7898,0.53464,3.3824,330.3454,546.1976,731.6183,226.2236,115.7616,0.82973,3.7248,151.3758,205.8331,278.1694
D6,200 nm Binimetinib,0,D6_tile_0_fused_tp_0,41,89381.3902,0.00045871,10370.948,28,0.68293,10.6341,2.2445,0.53314,2.711,9,10,12,26.7519,6.8182,-1.0202,3.7934,22.0003,28.0735,31.9911,22.1659,6.5586,0.46422,3.1386,17.6881,21.2944,26.8865,588.0355,346.0953,0.6462,3.4555,306.4231,555.5754,819.2939,199.4413,102.0243,1.3294,5.2128,128.8432,176.0404,263.8866
D6,200 nm Binimetinib,2,D6_tile_2_fused_tp_0,24,49521.7521,0.00048464,7075.4437,19,0.79167,8.5833,2.3015,1.6394,4.9548,7,8,9,23.9712,5.1831,-1.5341,4.4826,21.5585,26.3194,27.439,22.7658,6.0034,0.40579,2.4695,17.4957,22.3051,26.95,786.0596,400.6918,-0.055901,2.4593,541.6879,794.7007,1060.2823,208.1013,77.0052,0.4224,2.5483,146.3255,198.4286,252.6531
D6,200 nm Binimetinib,3,D6_tile_3_fused_tp_0,26,39136.2709,0.00066435,6022.3357,20,0.76923,9,1.8762,1.3712,5.0899,8,8.5,10,21.7183,5.1399,-1.3472,4.4299,20.5384,22.6395,24.8993,20.5052,5.5184,0.22717,2.9036,16.1475,20.9351,23.898,528.8685,296.6607,0.49471,3.2551,288.7152,536.3099,755.6581,167.2871,71.7778,0.62734,3.3837,124.1233,149.5876,201.3432
D6,200 nm Binimetinib,4,D6_tile_4_fused_tp_0,8,5891.9313,0.0013578,1863.9789,8,1,5.75,1.0351,-0.30984,2.12,5,6,6.5,15.2571,2.2932,0.19862,2.0218,13.6715,15.1263,17.0792,20.8775,3.8923,-0.027891,1.8438,17.3298,20.5871,24.1231,589.1931,262.9171,0.22218,2.2681,489.5674,559.4472,735.904,155.3316,27.6584,0.94143,3.4512,135.2135,153.3789,169.3608
D6,200 nm Binimetinib,5,D6_tile_5_fused_tp_0,13,15548.3605,0.0008361,3416.5157,12,0.92308,7.6923,1.7505,1.2665,3.8596,6.75,7,8.25,18.1874,4.461,-1.3664,4.799,15.9187,19.1493,21.0176,21.6088,4.9398,0.10058,2.2295,17.3309,21.079,25.5309,555.2986,257.8083,-0.0023384,2.6785,379.2881,567.5615,712.4808,170.8258,58.2858,-0.040203,2.0322,135.3045,174.9814,214.7397
D6,200 nm Binimetinib,6,D6_tile_6_fused_tp_0,19,26190.0416,0.00072547,4724.0723,15,0.78947,8.6316,1.921,1.1705,4.6545,7.25,9,9,19.1464,5.87,-1.2855,3.4906,19.5373,21.1064,22.0402,20.814,5.5284,0.71791,3.8485,16.5977,20.1036,23.9632,513.5302,264.6748,-0.052337,2.7507,355.5576,528.2753,698.5157,181.6951,57.7227,0.93497,3.2782,144.3579,171.6104,198.5819
D6,200 nm Binimetinib,7,D6_tile_7_fused_tp_0,27,49511.211,0.00054533,6890.1752,21,0.77778,9.037,2.1569,1.2872,5.0693,7.25,9,10,22.5622,5.5619,-1.1369,3.1258,22.0104,24.6111,25.8507,20.9366,4.915,0.42053,3.2505,17.3873,20.8977,24.1085,643.0027,268.1379,0.44804,4.1411,496.1123,633.9614,809.1248,181.3204,64.4385,1.5442,5.4133,138.6218,168.9544,199.5135
D6,200 nm Binimetinib,8,D6_tile_8_fused_tp_0,30,43434.4328,0.0006907,6297.9471,25,0.83333,8.8,2.8696,2.288,8.2952,7,8,9,21.8885,5.1608,-1.583,4.9585,20.0291,23.0015,25.6343,19.2293,4.9633,0.086741,2.7801,15.9265,19.0379,22.5294,542.9304,316.4064,0.76955,3.428,314.8026,491.7661,717.3178,136.9119,51.6504,0.50852,3.1626,92.9118,136.5802,168.3295
D6,200 nm Binimetinib,9,D6_tile_9_fused_tp_0,29,55873.173,0.00051903,7554.144,24,0.82759,9.0345,2.4273,2.0331,8.1644,8,9,9,24.2146,5.5548,-1.6668,5.4548,23.9366,25.4541,27.274,21.552,5.3242,0.14571,2.8642,18.0488,21.4282,25.4461,689.7923,371.0928,-0.11689,2.3692,396.3908,752.4059,979.2402,171.6851,70.2399,0.62378,3.4523,123.1241,165.1334,207.2494
D7,200 nm Binimetinib,0,D7_tile_0_fused_tp_0,93,920150.2893,0.00010107,63254.499,25,0.26882,12.9677,3.1188,0.31758,3.5376,11,13,15,60.954,38.434,1.5465,4.6594,36.1425,51.2009,64.1866,42.6925,42.8056,3.0154,13.4053,21.0355,27.9286,41.3604,1885.5539,2997.8162,5.0468,37.4191,590.0951,1006.1115,1915.5302,1375.0978,1842.2822,3.5863,18.7241,291.343,951.3497,1629.1167
D7,200 nm Binimetinib,1,D7_tile_1_fused_tp_0,28,69572.4589,0.00040246,8747.2122,22,0.78571,9.4286,2.1676,1.2321,3.6067,8,9,10,25.8711,5.7732,-1.0433,2.9243,23.72,28.3924,29.699,23.6744,6.1922,0.64143,3.1615,18.675,22.9564,27.6154,818.4995,422.6266,0.39487,3.4452,554.4375,829.4832,1071.1788,218.6803,77.5141,0.1067,2.4537,158.7977,222.7811,262.6812
D7,200 nm Binimetinib,2,D7_tile_2_fused_tp_0,46,117037.2396,0.00039304,13767.1873,28,0.6087,10.7826,2.4121,0.33495,2.7938,9,11,12,29.4433,14.9596,1.9087,6.9183,21.8615,27.6415,30.7169,25.6241,16.9242,2.1811,7.0461,16.4208,20.4328,25.1567,661.2273,550.4944,1.8867,7.5873,316.513,543.5137,802.9443,264.7536,230.3632,1.5594,4.483,130.3057,161.34,320.1086
D7,200 nm Binimetinib,3,D7_tile_3_fused_tp_0,28,96206.593,0.00029104,10939.8897,20,0.71429,9.5714,2.2514,1.3424,4.3989,8,9,10.5,28.9585,6.0924,-0.97258,3.1171,25.2309,30.6269,32.902,26.8101,7.297,0.35406,2.9089,21.0816,26.2945,31.9989,1080.973,646.1081,0.81587,3.9207,675.5959,1003.716,1414.4977,303.8858,136.1193,2.334,11.4905,255.0234,288.5117,329.0609
D7,200 nm Binimetinib,4,D7_tile_4_fused_tp_0,32,42286.1063,0.00075675,6254.1684,23,0.71875,10,2.3141,1.9678,8.3031,8,10,11,22.0172,4.4399,-1.3787,4.4707,20.5473,22.7819,25.2325,19.4573,5.1515,0.25152,2.9857,15.5886,19.1812,22.9712,391.538,281.8355,0.8778,3.334,155.1719,335.563,558.9157,148.9088,51.6599,0.34672,2.1724,107.2926,144.9997,181.949
D7,200 nm Binimetinib,5,D7_tile_5_fused_tp_0,82,194886.6133,0.00042076,16985.1954,44,0.53659,11.7317,2.587,0.45336,2.9219,10,11,13,31.5876,8.9012,-0.85405,2.9146,24.6076,35.6138,37.8247,20.7738,5.9457,0.77346,4.1288,16.4956,20.6399,24.1744,544.376,308.1894,0.87119,4.3994,328.9019,491.3437,745.966,202.2047,100.6322,1.1634,4.4959,123.7218,179.6094,258.7573
D7,200 nm Binimetinib,6,D7_tile_6_fused_tp_0,68,235847.1173,0.00028832,20715.6971,30,0.44118,11.9706,2.4125,0.41381,3.5479,11,12,13,37.1333,13.9507,0.45393,3.2046,28.7144,36.4142,44.0733,25.7113,11.8994,2.0831,8.5083,18.3351,23.0632,28.3371,755.9202,483.5717,2.2715,12.5684,446.9193,678.6679,926.2198,369.9232,233.5194,1.4226,5.748,176.1084,319.0962,487.0289
D7,200 nm Binimetinib,7,D7_tile_7_fused_tp_0,20,33343.3162,0.00059982,5845.9168,12,0.6,9.3,1.8382,0.1711,2.2494,8,9,11,20.7306,7.3701,-0.38667,2.1096,14.7128,22.299,25.5728,22.9456,8.357,0.3755,2.3347,16.2536,22.7146,28.8335,520.9893,385.7106,1.0962,4.2139,242.3238,451.1908,704.3715,292.2958,160.2987,0.89059,3.1047,180.1525,254.8234,392.8535
D7,200 nm Binimetinib,8,D7_tile_8_fused_tp_0,30,69775.3756,0.00042995,9115.6288,19,0.63333,10.1333,2.3596,0.94326,3.7194,8,10,11,25.2514,7.5194,0.47986,5.9089,22.9323,25.7268,29.0689,24.3805,9.4752,1.7291,7.2443,18.0191,22.7924,27.9968,658.2583,445.5671,1.1642,4.6372,306.5391,609.1151,903.1192,268.1067,152.7527,1.5378,6.6853,170.3602,257.6449,329.416
D7,200 nm Binimetinib,9,D7_tile_9_fused_tp_0,7,3308.648,0.0021157,1637.444,6,0.85714,5.4286,0.53452,0.28868,1.0833,5,5,6,15.6148,3.7552,-0.90972,2.9258,14.2839,15.6556,18.3951,22.3577,6.3554,-0.082682,1.5903,16.6616,23.1548,27.5474,367.6276,246.8477,-0.048659,1.6279,156.3787,422.4378,554.5648,204.6805,88.8592,0.53625,2.6783,141.0294,197.1557,248.9353
D8,200 nm Binimetinib,0,D8_tile_0_fused_tp_0,43,161070.6119,0.00026696,15460.5278,26,0.60465,10.6512,2.2666,0.91165,4.3278,9,10,12,33.0654,7.8021,-0.97463,3.4731,27.9358,35.433,38.8465,26.9674,8.3948,0.81916,3.6513,20.8107,25.7981,31.263,988.1633,597.2534,0.98315,4.5765,570.5283,943.5826,1259.8371,322.0943,123.6837,0.43643,2.7455,226.6038,319.025,416.3352
D8,200 nm Binimetinib,1,D8_tile_1_fused_tp_0,10,4783.0943,0.0020907,2068.351,10,1,5.8,1.3984,1.1409,3.844,5,5.5,6,17.3424,2.9108,-0.39694,2.0137,15.5947,17.3,20.1596,20.772,8.5364,0.24267,1.9883,14.3928,19.9782,27.6151,398.5912,351.2197,1.2935,4.1169,134.5806,301.5691,622.4053,129.2719,107.111,2.18,7.7079,68.4721,94.2435,146.3729
D8,200 nm Binimetinib,2,D8_tile_2_fused_tp_0,16,28974.5041,0.00055221,5668.7336,13,0.8125,7.625,1.4083,-0.48531,2.6222,7,8,8.5,24.6224,9.8561,0.23418,2.2009,16.1137,24.3119,32.6187,25.7268,10.6467,1.2056,4.4661,18.4052,23.1861,29.5565,827.843,457.5197,0.9366,3.7081,490.0463,753.7853,1116.0456,257.6697,172.3671,1.5626,5.243,141.6311,199.1596,335.0796
D8,200 nm Binimetinib,3,D8_tile_3_fused_tp_0,44,130134.5585,0.00033811,14956.4389,27,0.61364,10.5909,2.5998,0.10402,2.5566,9,10.5,12.5,40.1352,12.4128,-0.61192,2.941,34.331,42.2135,47.9868,28.1072,17.1723,1.7535,5.3543,17.8636,22.4587,30.4347,788.6943,599.4031,1.3397,4.4532,331.2143,641.9223,1039.3061,299.1288,216.2366,1.2008,3.8149,135.2646,225.8712,415.7555
D8,200 nm Binimetinib,4,D8_tile_4_fused_tp_0,100,1711448.2614,5.843e-05,87297.3601,20,0.2,13.06,2.9364,0.23428,3.9324,11,13,15,62.302,32.6927,0.70406,2.5689,40.1938,52.1389,80.8921,43.3238,35.9211,2.3789,9.2468,22.3615,29.5403,49.8537,3193.0005,6292.5069,5.5294,42.0188,798.6942,1296.0069,2536.7839,2424.9267,3305.4031,2.1345,7.068,300.2589,1214.819,2587.887
D8,200 nm Binimetinib,5,D8_tile_5_fused_tp_0,27,35977.6352,0.00075047,5765.988,23,0.85185,8.8889,2.5013,0.89478,3.6099,7.25,9,10,22.364,3.9147,0.32732,2.4366,19.4826,22.0792,24.4379,20.1865,7.6421,0.51315,2.875,14.2031,19.6264,25.9135,492.8443,429.3384,1.3093,4.6653,172.347,421.9544,749.4924,137.2854,76.3154,1.2846,4.1423,94.1644,115.4732,165.8462
D8,200 nm Binimetinib,6,D8_tile_6_fused_tp_0,49,205312.5488,0.00023866,21121.6072,27,0.55102,11.3061,2.5017,1.1074,5.8917,9.75,11,13,38.556,20.8306,1.4448,4.652,25.7782,33.5234,42.8558,31.4631,22.0782,2.0909,6.7586,18.6126,24.3376,31.1143,1006.4341,1035.8181,2.9295,13.2754,444.7806,736.7033,1128.8679,422.4321,436.0298,2.3039,9.5925,154.427,218.4587,609.2624
D8,200 nm Binimetinib,7,D8_tile_7_fused_tp_0,40,117879.3713,0.00033933,13950.0118,25,0.625,10.4,2.4578,0.88271,4.2108,9,10,11,35.0968,16.6861,0.84098,2.9247,24.3501,32.9434,40.41,27.3172,17.5966,1.923,5.9968,17.0729,21.7936,27.2723,807.393,643.2801,2.1379,9.1299,386.3528,572.1703,1032.3027,303.2611,251.1294,1.2965,3.3623,150.4737,204.4889,374.671
D8,200 nm Binimetinib,8,D8_tile_8_fused_tp_0,46,109812.0439,0.0004189,11587.7889,33,0.71739,10,2.4676,0.9062,3.5427,8,9.5,11,28.0369,6.8143,-1.0277,2.8109,23.2496,30.882,32.5998,21.5059,5.3294,0.33707,2.823,16.9894,21.4039,25.2396,713.0652,343.2581,0.21764,2.9533,458.9326,720.3677,949.4332,186.8998,69.2837,0.78622,3.8894,143.4858,171.1295,224.4464
D8,200 nm Binimetinib,9,D8_tile_9_fused_tp_0,41,161897.0005,0.00025325,17526.1043,24,0.58537,10.3902,2.279,-0.11902,2.6237,9,10,12,43.009,14.3219,-0.2559,2.2621,31.8569,43.1607,54.3826,30.5146,18.0785,1.692,5.5207,18.8121,25.1599,34.9015,1072.1656,812.0053,0.99804,3.3662,453.7492,857.5031,1402.5923,398.3206,307.2622,1.0967,3.6889,151.8291,315.1106,572.0552
